step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,5.688155655477506,0,0.0,0.4243248577237968,0,0.0
10.0,0,0.0,0.0,11.571033672426106,0,0.0,0.8462010014329364,0,0.0
15.0,0,0.0,0.0,8.800862912031745,0,0.0,0.6330681551201923,0,0.0
20.0,6,17.0,0.7083333333333334,5.3807396495949975,6,17.0,0.2913861495364863,6,17.0
25.0,12,43.0,1.5357142857142858,6.397897552885114,12,43.0,0.3810675881338779,12,43.0
30.0,12,95.0,3.392857142857143,5.192484679004058,12,95.0,0.2894775429607998,12,95.0
35.0,10,95.0,3.392857142857143,4.627327967546931,10,129.0,0.28149738884606157,10,129.0
40.0,14,144.0,3.789473684210526,4.501826032629597,14,148.0,0.23988240376450753,14,148.0
45.0,12,77.0,1.925,5.82035650639166,12,161.0,0.35508287265586846,12,161.0
50.0,8,66.0,1.6097560975609757,6.095339389098158,8,126.0,0.3337204650724078,8,126.0
55.0,16,62.0,1.4090909090909092,4.169901762267304,16,153.0,0.18744846814559055,16,153.0
60.0,18,129.0,3.225,5.42876810336451,18,192.0,0.28040302687024526,18,192.0
65.0,18,168.0,3.8181818181818183,4.431614180757747,18,231.0,0.1962350801818027,18,231.0
70.0,15,204.0,4.744186046511628,5.251081615402783,15,249.0,0.23594932160712695,15,249.0
75.0,15,209.0,4.446808510638298,4.032457772997621,15,289.0,0.17343080856613258,15,289.0
80.0,23,310.0,6.326530612244898,4.37643207249699,23,355.0,0.24238747421489665,23,355.0
85.0,27,331.0,6.490196078431373,3.3373736035172437,27,445.0,0.18285384071389524,27,445.0
90.0,25,400.0,8.16326530612245,3.261521707134802,25,489.0,0.16279696908632107,25,489.0
95.0,25,279.0,5.264150943396227,3.763255651761247,25,494.0,0.17993413821366044,25,494.0
100.0,34,403.0,7.196428571428571,3.7721886306674826,34,500.0,0.1453432797140684,34,500.0
105.0,35,574.0,10.62962962962963,3.66459007702879,35,654.0,0.10628786563963279,35,654.0
110.0,33,551.0,9.839285714285714,2.4734468437535795,33,747.0,0.06623737846935118,33,747.0
115.0,27,411.0,7.086206896551724,4.092245234608181,27,744.0,0.19567319730595453,27,744.0
120.0,24,421.0,7.258620689655173,5.6700009937231135,24,678.0,0.27073216775573444,24,678.0
125.0,23,517.0,8.76271186440678,5.264661258601914,23,641.0,0.21392416104076203,23,641.0
130.0,31,660.0,11.578947368421053,5.050389512728199,31,726.0,0.2263645701852381,31,726.0
135.0,31,801.0,14.052631578947368,3.7671736106637956,31,849.0,0.14158915534664082,31,849.0
140.0,39,981.0,17.836363636363636,2.66692844834963,39,1029.0,0.09218492385519955,39,1029.0
145.0,43,930.0,15.76271186440678,2.0078523235961985,43,1120.0,0.0753816109606224,43,1120.0
150.0,40,1075.0,17.338709677419356,3.287206982815579,40,1162.0,0.13420157968066151,40,1162.0
155.0,42,1280.0,20.64516129032258,3.8351275492840626,42,1328.0,0.17453328712697702,42,1328.0
160.0,48,1501.0,23.825396825396826,1.7053486621711504,48,1549.0,0.059285089662537115,48,1549.0
165.0,48,1335.0,20.859375,1.5212170629628794,48,1635.0,0.06997538231407888,48,1635.0
170.0,41,950.0,14.393939393939394,2.472504613905222,41,1495.0,0.08405717029667557,41,1495.0
175.0,37,762.0,11.205882352941176,3.874487134092026,37,1368.0,0.15997159479201264,37,1368.0
180.0,30,714.0,10.984615384615385,4.101907105684339,30,1210.0,0.1257400671439658,30,1210.0
185.0,30,817.0,12.194029850746269,4.629023885588173,30,1192.0,0.2130926652846565,30,1192.0
190.0,33,968.0,14.235294117647058,4.747739352216563,33,1167.0,0.2395134005989554,33,1167.0
195.0,35,1132.0,16.895522388059703,4.3694927419212775,35,1234.0,0.22386139035420888,35,1234.0
200.0,38,1317.0,18.814285714285713,4.0258181736176715,38,1331.0,0.16775419265592756,38,1331.0
205.0,43,1333.0,19.042857142857144,2.9239947874052703,43,1445.0,0.10911355555900734,43,1445.0
210.0,43,1523.0,22.397058823529413,3.242995273496037,43,1552.0,0.11968009312053149,43,1552.0
215.0,51,1759.0,26.651515151515152,2.476620828396093,51,1773.0,0.056155775000079615,51,1773.0
220.0,52,1520.0,21.408450704225352,1.8463863065244845,52,1854.0,0.07084450492817265,52,1854.0
225.0,43,1035.0,15.0,3.04187403061513,43,1752.0,0.15926876381470484,43,1752.0
230.0,41,822.0,11.742857142857142,2.822195847109524,41,1953.0,0.1352995653930187,41,1953.0
235.0,44,723.0,10.32857142857143,1.869060617821663,44,2154.0,0.06552195942040458,44,2154.0
240.0,38,759.0,11.0,2.2009435772941885,38,2171.0,0.09358007782969162,38,2171.0
245.0,35,880.0,12.753623188405797,2.440087965424796,35,1880.0,0.0987309319900882,35,1880.0
250.0,34,1022.0,14.0,2.966708377652366,34,1789.0,0.08224413720605322,34,1789.0
255.0,35,1191.0,15.467532467532468,3.8082876643000323,35,1687.0,0.13952006488961383,35,1687.0
260.0,37,1375.0,18.58108108108108,4.488482627225726,37,1651.0,0.21409205347419716,37,1651.0
265.0,42,1568.0,21.18918918918919,4.652736718609233,42,1661.0,0.21861811136725967,42,1661.0
270.0,45,1780.0,24.054054054054053,4.079674191026208,45,1786.0,0.14336221608320654,45,1786.0
275.0,44,1601.0,21.346666666666668,3.0471098831595453,44,1870.0,0.11663443824861885,44,1870.0
280.0,44,1279.0,17.283783783783782,2.919700462722021,44,1821.0,0.13066094938904055,44,1821.0
285.0,40,1032.0,13.578947368421053,2.7421488813943027,40,1934.0,0.11160504130463254,40,1934.0
290.0,42,1031.0,13.38961038961039,2.2317516601969087,42,2117.0,0.08825284355336976,42,2117.0
295.0,45,1165.0,14.746835443037975,2.30427648571339,45,2329.0,0.12222049738727056,45,2329.0
300.0,52,824.0,10.430379746835444,1.448822957434065,52,2340.0,0.09802717907814243,52,2340.0
305.0,53,729.0,8.678571428571429,1.8003000021098436,53,2246.0,0.07841928685791223,53,2246.0
310.0,62,1015.0,11.534090909090908,1.5128924660051304,62,2534.0,0.04304605421920891,62,2534.0
315.0,76,1373.0,15.965116279069768,1.2386255489995315,76,2892.0,0.030853557702679946,76,2892.0
320.0,71,1684.0,19.58139534883721,1.08106722777535,71,3101.0,0.025794208610982167,71,3101.0
325.0,76,1995.0,22.670454545454547,1.1885854802855054,76,3239.0,0.029241265224873268,76,3239.0
330.0,66,2083.0,22.641304347826086,1.8126185244164181,66,3337.0,0.05905725808698738,66,3337.0
335.0,63,2012.0,22.863636363636363,2.45890180511434,63,3156.0,0.09742271044359552,63,3156.0
340.0,54,1922.0,21.84090909090909,2.313203937231957,54,3294.0,0.08329120082193231,54,3294.0
345.0,53,1891.0,22.511904761904763,2.1074817666119476,53,3510.0,0.049659422349233956,53,3510.0
350.0,55,1977.0,24.40740740740741,1.9399399238570962,55,3776.0,0.06318174114007166,55,3776.0
355.0,57,2214.0,27.675,1.413537862394995,57,4032.0,0.05180661234499263,57,4032.0
360.0,64,2516.0,31.848101265822784,0.8650811730706761,64,4317.0,0.01717325853560284,64,4317.0
365.0,67,2721.0,30.920454545454547,1.2627543763507083,67,4419.0,0.04413260187904167,67,4419.0
370.0,62,2854.0,33.976190476190474,2.1178085365104935,62,4321.0,0.10378745269148645,62,4321.0
375.0,55,3012.0,35.857142857142854,2.378819439413701,55,4416.0,0.07544234703278294,55,4416.0
380.0,53,3164.0,39.06172839506173,1.9097723624776235,53,4687.0,0.04602429012552205,53,4687.0
385.0,48,3289.0,42.166666666666664,1.6176574487362183,48,4742.0,0.06318278138005266,48,4742.0
390.0,46,3486.0,44.12658227848101,2.096164694550919,46,4610.0,0.08945974159255277,46,4610.0
395.0,42,3693.0,46.1625,2.707163162882486,42,4370.0,0.09146881044579198,42,4370.0
400.0,48,3907.0,45.96470588235294,2.25197051779604,48,4584.0,0.08927406525183892,48,4584.0
405.0,52,4151.0,51.8875,2.311238318302324,52,4828.0,0.13137642770181945,52,4828.0
410.0,54,4375.0,54.6875,1.4576538540972037,54,4945.0,0.09911524424317675,54,4945.0
415.0,55,4587.0,54.607142857142854,1.5956368431372547,55,4964.0,0.057058940589693186,55,4964.0
420.0,47,3971.0,45.125,1.964870741860758,47,4880.0,0.07159276709350196,47,4880.0
425.0,43,2823.0,32.44827586206897,2.356331000190779,43,4535.0,0.08769173157335769,43,4535.0
430.0,38,1935.0,23.035714285714285,2.282453705491208,38,4601.0,0.08069474800060558,38,4601.0
435.0,33,1129.0,13.127906976744185,2.2037314872741245,33,4626.0,0.09741056664221451,33,4626.0
440.0,26,594.0,6.75,3.063429136902634,26,4447.0,0.14614660498939624,26,4447.0
445.0,29,669.0,7.6022727272727275,2.9658029430985953,29,4002.0,0.13607038273295774,29,4002.0
450.0,28,644.0,7.488372093023256,2.4977126193847212,28,3796.0,0.09876597302771015,28,3796.0
455.0,43,816.0,9.168539325842696,2.4171960717863765,43,3919.0,0.08905418548495178,43,3919.0
460.0,46,990.0,11.25,2.2756890446617315,46,3855.0,0.07700509311056236,46,3855.0
465.0,53,1177.0,13.077777777777778,2.1210439688835954,53,3522.0,0.06011608911416912,53,3522.0
470.0,54,1428.0,15.521739130434783,1.6515433346849984,54,3646.0,0.04952467230540321,54,3646.0
475.0,62,1720.0,18.9010989010989,1.357714470276882,62,3940.0,0.08183644716869636,62,3940.0
480.0,61,1982.0,22.269662921348313,1.2802485804622619,61,3956.0,0.08690159649399633,61,3956.0
485.0,64,2235.0,24.032258064516128,1.5587150578429574,64,3715.0,0.059208890566686184,64,3715.0
490.0,61,2505.0,26.09375,2.4382375560670257,61,3285.0,0.059019097675508225,61,3285.0
495.0,57,2756.0,29.634408602150536,2.212894845578616,57,3563.0,0.08900249575072085,57,3563.0
500.0,63,3055.0,35.11494252873563,1.5705499491617716,63,3855.0,0.06404144162774841,63,3855.0
505.0,70,3335.0,35.86021505376344,1.222253815839245,70,3938.0,0.044401087447465154,70,3938.0
510.0,62,3604.0,38.340425531914896,1.840361842966694,62,3892.0,0.08917269765974108,62,3892.0
515.0,58,3433.0,35.03061224489796,2.054007437667238,58,3994.0,0.09085682868292583,58,3994.0
